"Name","Location","FunctionSignature","FunctionSize"
"FUN_0057da40","0057da40","undefined FUN_0057da40(undefined4 param_1, undefined4 param_2)","123"
"FUN_0057dac0","0057dac0","void FUN_0057dac0(int param_1, int param_2)","38"
"FUN_0057daf0","0057daf0","undefined FUN_0057daf0(undefined4 param_1)","133"
"FUN_0057db80","0057db80","undefined FUN_0057db80(undefined1 param_1)","27"
"FUN_0057dba0","0057dba0","undefined FUN_0057dba0(undefined4 param_1)","177"
"FUN_0057dc60","0057dc60","void FUN_0057dc60(int param_1_00, int * param_2)","75"
"DeleteFromSomeList","0057dcb0","void DeleteFromSomeList(AAnimatableObjectManager * param_1_00, AAnimatableObjectType * param_2)","129"
"FUN_0057dd40","0057dd40","undefined FUN_0057dd40(undefined4 param_1)","114"
"FUN_0057ddc0","0057ddc0","undefined FUN_0057ddc0(undefined4 param_1)","224"
"UpdateAttachedObjects","0057dea0","void UpdateAttachedObjects(AAnimatableObjectManager * param_1_00, undefined4 param_2)","433"
"FUN_0057e060","0057e060","undefined FUN_0057e060(undefined4 param_1, undefined4 param_2, undefined1 param_3, undefined1 param_4, undefined4 param_5, undefined4 param_6, undefined4 param_7)","177"
"FUN_0057e120","0057e120","undefined FUN_0057e120(undefined4 param_1, undefined4 param_2, undefined4 param_3)","130"
"FUN_0057e1b0","0057e1b0","undefined FUN_0057e1b0(undefined4 param_1, undefined4 param_2, undefined4 param_3, undefined4 param_4)","135"
"FUN_0057e240","0057e240","undefined FUN_0057e240(undefined4 param_1, undefined4 param_2)","125"
"FUN_0057e2c0","0057e2c0","undefined FUN_0057e2c0(undefined4 param_1, undefined4 param_2)","133"
"FUN_0057e350","0057e350","undefined FUN_0057e350(undefined4 param_1, undefined4 param_2, undefined4 param_3)","130"
"FUN_0057e3e0","0057e3e0","void FUN_0057e3e0(AAnimatableObjectManager * param_1_00, AAnimatableObjectType * param_2)","353"
"LoadModelType","0057e550","void LoadModelType(AAnimatableObjectManager * this, TPString8 * param_2, PBProperties * param_3)","480"
"FUN_0057e730","0057e730","void FUN_0057e730(int * param_1, int param_2, int * param_3, undefined4 param_4, undefined4 param_5, undefined4 param_6, undefined4 param_7)","268"
"LoadModelType","0057e840","void LoadModelType(AAnimatableObjectManager * this, char * param_2, undefined4 param_3, undefined4 param_4)","124"
"LoadModelTypesFromLibrary","0057e8c0","void LoadModelTypesFromLibrary(AAnimatableObjectManager * this, char * param_2)","328"
"FUN_0057ea10","0057ea10","undefined FUN_0057ea10()","89"
"SetSkins","0057ea70","bool SetSkins(AAnimatableObjectType * this, PBProperties * param_2)","400"
"FUN_0057ec00","0057ec00","undefined FUN_0057ec00()","13"
"FUN_0057ec10","0057ec10","undefined FUN_0057ec10()","14"
"FUN_0057ec20","0057ec20","undefined FUN_0057ec20(undefined4 param_1)","33"
"FUN_0057ec50","0057ec50","undefined FUN_0057ec50(undefined4 param_1)","33"
"FUN_0057eca0","0057eca0","void FUN_0057eca0(int * param_1)","130"
"AAnimatableObjectType","0057ed30","AAnimatableObjectType * AAnimatableObjectType(AAnimatableObjectType * param_1)","112"
"SetAnimControllerType","0057eda0","undefined SetAnimControllerType(AAnimatableObjectType * param_1_00, PBProperties * param_2)","267"
"FUN_0057eeb0","0057eeb0","void FUN_0057eeb0(int param_1)","81"
"FUN_0057ef10","0057ef10","undefined FUN_0057ef10(undefined4 param_1)","34"
"FindAnimationSet","0057ef40","ANamedAnimationSet * * FindAnimationSet(AAnimatableObjectType * param_1_00, ANamedAnimationSet * * param_2, TPString8 * param_3)","98"
"FUN_0057efb0","0057efb0","void FUN_0057efb0(AAnimatableObjectType * param_1_00, int * param_2, int param_3)","39"
"FUN_0057efe0","0057efe0","undefined FUN_0057efe0()","121"
"LoadAnimationSet","0057f060","undefined LoadAnimationSet(AAnimatableObjectType * param_1_00, PBProperties * param_2)","443"
"FUN_0057f220","0057f220","undefined FUN_0057f220(undefined4 param_1, undefined4 param_2)","145"
"FUN_0057f2c0","0057f2c0","undefined FUN_0057f2c0(undefined1 param_1)","27"
"Load","0057f2e0","bool Load(AAnimatableObjectType * this, TPooledString8 * param_2)","362"
"ReadFromProperties","0057f450","undefined ReadFromProperties(undefined4 param_1, undefined4 param_2)","668"
"FUN_0057f6f0","0057f6f0","undefined FUN_0057f6f0(undefined4 param_1)","595"
"AAnimatableObjectTypeBunch","0057f950","undefined AAnimatableObjectTypeBunch()","33"
"FUN_0057f980","0057f980","undefined FUN_0057f980()","155"
"FUN_0057fa20","0057fa20","undefined FUN_0057fa20(undefined4 param_1, undefined4 param_2)","631"
"FUN_0057fca0","0057fca0","undefined FUN_0057fca0(undefined1 param_1)","27"
"FUN_0057fcd0","0057fcd0","undefined FUN_0057fcd0(undefined4 param_1, undefined4 param_2)","32"
"FUN_0057fcf0","0057fcf0","undefined FUN_0057fcf0()","25"
"FUN_0057fd10","0057fd10","undefined FUN_0057fd10(undefined4 param_1)","31"
"FUN_0057fd30","0057fd30","undefined FUN_0057fd30(undefined4 param_1)","21"
"FUN_0057fd50","0057fd50","undefined FUN_0057fd50(undefined1 param_1)","27"
"FUN_0057fd70","0057fd70","undefined FUN_0057fd70(undefined4 param_1, undefined1 param_2)","200"
"FUN_0057fe40","0057fe40","undefined FUN_0057fe40()","700"
"FUN_00580150","00580150","undefined FUN_00580150(undefined4 param_1, undefined1 param_2)","292"
"FUN_00580280","00580280","undefined FUN_00580280(undefined4 param_1, undefined1 param_2, undefined4 param_3, undefined4 param_4)","74"
"FUN_005802f0","005802f0","undefined FUN_005802f0(undefined4 param_1, undefined1 param_2, undefined4 param_3, undefined4 param_4)","74"
"~AAnimControllerType","00580360","undefined ~AAnimControllerType()","11"
"FUN_00580370","00580370","undefined FUN_00580370()","11"
"FUN_00580380","00580380","undefined FUN_00580380(int param_1)","4"
"FUN_00580390","00580390","undefined FUN_00580390(undefined1 param_1)","10"
"FUN_005803a0","005803a0","undefined FUN_005803a0()","7"
"AAnimControllerType","005803b0","AAnimControllerType * AAnimControllerType(AAnimControllerType * param_1)","26"
"~AAnimControllerType","005803d0","undefined ~AAnimControllerType(undefined1 param_1)","27"
"AAnimController","005803f0","undefined AAnimController()","40"
"FUN_00580420","00580420","undefined FUN_00580420(undefined1 param_1)","27"
"FUN_00580440","00580440","undefined FUN_00580440(undefined4 param_1, undefined4 param_2, undefined4 param_3, undefined4 param_4)","54"
"FUN_00580480","00580480","undefined FUN_00580480(undefined4 param_1, undefined4 param_2, undefined4 param_3)","159"
"FUN_00580520","00580520","undefined FUN_00580520(undefined4 param_1)","144"
"FUN_005805b0","005805b0","undefined FUN_005805b0()","196"
"FUN_00580680","00580680","undefined FUN_00580680()","136"
"FUN_00580710","00580710","undefined FUN_00580710(undefined4 param_1)","53"
"FUN_00580750","00580750","undefined FUN_00580750(undefined1 param_1)","16"
"FUN_00580760","00580760","undefined FUN_00580760(undefined4 param_1, undefined4 param_2)","1178"
"FUN_00580c50","00580c50","undefined4 FUN_00580c50(int param_1_00, char * param_2)","56"
"FUN_00580c90","00580c90","undefined FUN_00580c90()","76"
"FUN_00580ce0","00580ce0","undefined FUN_00580ce0(undefined4 param_1)","97"
"FUN_00580d50","00580d50","bool FUN_00580d50(void * param_1_00, T2GenericRedBlackTreeNode * param_2, T2GenericRedBlackTreeNode * param_3)","213"
"FUN_00580e30","00580e30","undefined FUN_00580e30()","100"
"ANamedAnimationSet","00580ea0","ANamedAnimationSet * ANamedAnimationSet(ANamedAnimationSet * this, T2Allocator * param_2)","100"
"FUN_00580f10","00580f10","undefined FUN_00580f10(undefined4 param_1)","1045"
"FUN_00581330","00581330","undefined FUN_00581330(undefined4 param_1)","78"
"FUN_00581380","00581380","undefined FUN_00581380()","89"
"FUN_005813e0","005813e0","undefined FUN_005813e0(undefined4 param_1)","61"
"FUN_00581420","00581420","undefined FUN_00581420()","120"
"FUN_005814a0","005814a0","undefined FUN_005814a0(undefined4 param_1, undefined4 param_2)","172"
"FUN_00581550","00581550","undefined FUN_00581550(undefined4 param_1, undefined4 param_2, undefined4 param_3)","132"
"FUN_005815e0","005815e0","undefined FUN_005815e0()","275"
"FUN_00581700","00581700","undefined FUN_00581700(undefined4 param_1, undefined4 param_2)","281"
"FUN_00581820","00581820","undefined FUN_00581820(undefined1 param_1)","27"
"FUN_00581840","00581840","void FUN_00581840(ANamedAnimationSet * param_1_00, PBProperties * param_2, TSkeleton * param_3)","583"
"FUN_00581a90","00581a90","undefined FUN_00581a90(undefined4 param_1)","52"
"FUN_00581ad0","00581ad0","undefined FUN_00581ad0(undefined4 param_1)","56"
"FUN_00581b10","00581b10","undefined FUN_00581b10()","46"
"FUN_00581b40","00581b40","undefined FUN_00581b40()","117"
"FUN_00581bc0","00581bc0","undefined FUN_00581bc0()","92"
"FUN_00581c20","00581c20","undefined FUN_00581c20(undefined4 param_1)","104"
"FUN_00581c90","00581c90","undefined FUN_00581c90()","76"
"FUN_00581ce0","00581ce0","undefined FUN_00581ce0(undefined4 param_1)","89"
"FUN_00581d40","00581d40","undefined FUN_00581d40(undefined4 param_1)","75"
"FUN_00581d90","00581d90","undefined FUN_00581d90(undefined4 param_1, undefined4 param_2)","39"
"FUN_00581dc0","00581dc0","undefined FUN_00581dc0(undefined4 param_1, undefined4 param_2)","90"
"FUN_00581e20","00581e20","undefined FUN_00581e20()","106"
"FUN_00581e90","00581e90","undefined FUN_00581e90(undefined4 param_1, undefined4 param_2)","156"
"FUN_00581f30","00581f30","undefined FUN_00581f30(undefined4 param_1, undefined4 param_2, undefined4 param_3)","106"
"FUN_00581fa0","00581fa0","undefined FUN_00581fa0(undefined4 param_1, undefined4 param_2)","69"
"FUN_00581ff0","00581ff0","undefined FUN_00581ff0(undefined4 param_1, undefined4 param_2, undefined4 param_3, undefined4 param_4, undefined1 param_5, undefined1 param_6)","286"
"FUN_00582110","00582110","undefined FUN_00582110()","94"
"FUN_00582170","00582170","undefined FUN_00582170()","156"
"FUN_00582210","00582210","undefined FUN_00582210(undefined4 param_1)","10"
"FUN_00582220","00582220","undefined FUN_00582220(undefined4 param_1)","32"
"FUN_00582240","00582240","undefined FUN_00582240(undefined4 param_1, undefined4 param_2)","48"
"FUN_00582270","00582270","undefined FUN_00582270(undefined4 param_1)","63"
"FUN_005822b0","005822b0","undefined FUN_005822b0(undefined4 param_1)","62"
"Malloc","00582320","void * Malloc(T2GenericObjectPool * this)","8"
"FUN_00582370","00582370","undefined FUN_00582370()","13"
"FUN_00582380","00582380","undefined FUN_00582380(undefined4 param_1)","47"
"FUN_005823b0","005823b0","undefined FUN_005823b0(undefined4 param_1)","43"
"FUN_005823e0","005823e0","undefined FUN_005823e0(undefined4 param_1)","43"
"FUN_00582410","00582410","undefined FUN_00582410(undefined4 param_1)","43"
"FUN_00582440","00582440","undefined FUN_00582440(undefined4 param_1, undefined4 param_2)","52"
"FUN_00582480","00582480","undefined FUN_00582480(undefined4 param_1)","66"
"FUN_005824d0","005824d0","undefined FUN_005824d0(undefined4 param_1, undefined4 param_2)","78"
"FUN_00582520","00582520","undefined FUN_00582520(undefined4 param_1, undefined4 param_2)","80"
"FUN_00582570","00582570","undefined FUN_00582570(undefined4 param_1, undefined4 param_2)","56"
"FUN_005825b0","005825b0","undefined FUN_005825b0(undefined4 param_1)","163"
"FUN_00582660","00582660","undefined FUN_00582660()","44"
"FUN_00582690","00582690","undefined FUN_00582690(undefined4 param_1, undefined4 param_2)","69"
"FUN_005826e0","005826e0","undefined FUN_005826e0(undefined4 param_1, undefined4 param_2)","65"
"FUN_00582730","00582730","undefined FUN_00582730(undefined4 param_1, undefined4 param_2, undefined4 param_3, undefined4 param_4)","100"
"FUN_005827a0","005827a0","undefined FUN_005827a0(undefined param_1, undefined4 param_2, undefined4 param_3, undefined4 param_4)","1424"
"FUN_00582d30","00582d30","undefined FUN_00582d30(undefined4 param_1, undefined4 param_2, undefined4 param_3, undefined4 param_4)","165"
"FUN_00582de0","00582de0","undefined FUN_00582de0()","150"
"FUN_00582e80","00582e80","undefined FUN_00582e80(undefined4 param_1)","122"
"FUN_00582f00","00582f00","undefined FUN_00582f00(undefined4 param_1, undefined4 param_2)","374"
"FUN_00583080","00583080","undefined FUN_00583080(undefined4 param_1, undefined4 param_2, undefined4 param_3)","319"
"FUN_005831d0","005831d0","undefined FUN_005831d0(undefined4 param_1, undefined4 param_2, undefined4 param_3, undefined4 param_4)","104"
"FUN_00583240","00583240","undefined FUN_00583240(undefined4 param_1, undefined4 param_2)","230"
"FUN_00583330","00583330","undefined FUN_00583330(undefined4 param_1)","47"
"FUN_00583360","00583360","void FUN_00583360(int param_1)","44"
"FUN_00583390","00583390","undefined FUN_00583390()","176"
"FUN_00583440","00583440","undefined FUN_00583440(undefined4 param_1, undefined4 param_2)","131"
"FUN_005834d0","005834d0","undefined FUN_005834d0(undefined4 param_1, undefined4 param_2)","79"
"FUN_00583520","00583520","undefined FUN_00583520(undefined4 param_1)","145"
"FUN_005835c0","005835c0","undefined FUN_005835c0(undefined4 param_1, undefined4 param_2)","78"
"FUN_00583610","00583610","undefined FUN_00583610(undefined4 param_1, undefined4 param_2)","67"
"FUN_00583660","00583660","undefined FUN_00583660(undefined4 param_1)","55"
"FUN_005836a0","005836a0","undefined FUN_005836a0()","53"
"FUN_005836e0","005836e0","void FUN_005836e0(TNode * param_1)","89"
"FUN_00583740","00583740","void FUN_00583740(int param_1_00, undefined4 param_2)","53"
"FUN_00583780","00583780","int * FUN_00583780(int * param_1_00, int * param_2, float param_3, undefined4 param_4)","811"
"FUN_00583ac0","00583ac0","undefined FUN_00583ac0(undefined4 param_1)","96"
"FUN_00583b20","00583b20","undefined FUN_00583b20(undefined4 param_1)","66"
"FUN_00583c60","00583c60","undefined FUN_00583c60()","114"
"FUN_00583ce0","00583ce0","undefined FUN_00583ce0(undefined4 param_1)","109"
"FUN_00583d50","00583d50","undefined FUN_00583d50(undefined1 param_1)","27"
"FUN_00583d70","00583d70","undefined FUN_00583d70()","168"
"FUN_00583e30","00583e30","undefined FUN_00583e30(undefined4 param_1)","96"
"FUN_00583e90","00583e90","undefined FUN_00583e90(undefined4 param_1, undefined4 param_2)","104"
"FUN_00583f00","00583f00","undefined FUN_00583f00(undefined4 param_1)","359"
"FUN_00584070","00584070","undefined FUN_00584070()","112"
"FUN_005840e0","005840e0","undefined FUN_005840e0(undefined4 param_1)","472"
"FUN_005842c0","005842c0","undefined FUN_005842c0()","89"
"FUN_00584320","00584320","undefined FUN_00584320(undefined4 param_1)","61"
"FUN_00584360","00584360","undefined FUN_00584360(undefined1 param_1)","27"
"FUN_00584380","00584380","undefined FUN_00584380()","202"
"FUN_00584460","00584460","undefined FUN_00584460(undefined4 param_1)","41"
"FUN_00584490","00584490","undefined FUN_00584490()","82"
"FUN_005844f0","005844f0","undefined FUN_005844f0()","89"
"FUN_00584550","00584550","undefined FUN_00584550(undefined4 param_1)","61"
"FUN_00584590","00584590","undefined FUN_00584590(undefined1 param_1)","27"
"FUN_005845b0","005845b0","undefined FUN_005845b0()","114"
"FUN_00584630","00584630","undefined FUN_00584630(undefined4 param_1)","118"
"FUN_005846c0","005846c0","undefined FUN_005846c0(undefined4 param_1)","41"
"FUN_005846f0","005846f0","undefined FUN_005846f0()","110"
"FUN_00584760","00584760","undefined FUN_00584760(undefined4 param_1)","103"
"FUN_005847d0","005847d0","undefined FUN_005847d0(undefined1 param_1)","27"
"FUN_005847f0","005847f0","undefined FUN_005847f0()","101"
"FUN_00584870","00584870","undefined FUN_00584870()","103"
"FUN_005848e0","005848e0","undefined FUN_005848e0(undefined4 param_1)","74"
"FUN_005849d0","005849d0","undefined FUN_005849d0(undefined4 param_1)","209"
"FUN_00584cc0","00584cc0","undefined FUN_00584cc0(undefined4 param_1)","526"
"FUN_00584ed0","00584ed0","undefined FUN_00584ed0()","139"
"FUN_00584f60","00584f60","undefined FUN_00584f60(undefined4 param_1)","125"
"FUN_00584fe0","00584fe0","undefined FUN_00584fe0(undefined1 param_1)","27"
"FUN_00585000","00585000","undefined FUN_00585000()","101"
"FUN_00585080","00585080","undefined FUN_00585080()","38"
"FUN_005850b0","005850b0","undefined FUN_005850b0(undefined1 param_1)","27"
"FUN_005850d0","005850d0","undefined FUN_005850d0(undefined4 param_1)","77"
"FUN_00585120","00585120","undefined FUN_00585120()","17"
"FUN_00585140","00585140","undefined FUN_00585140(undefined4 param_1, undefined4 param_2)","100"
"FUN_00585340","00585340","undefined FUN_00585340()","114"
"FUN_005853c0","005853c0","undefined FUN_005853c0(undefined4 param_1)","109"
"FUN_00585430","00585430","undefined FUN_00585430(undefined1 param_1)","27"
"FUN_00585450","00585450","undefined FUN_00585450()","202"
"FUN_00585530","00585530","undefined FUN_00585530()","11"
"FUN_00585560","00585560","undefined FUN_00585560()","110"
"FUN_005855d0","005855d0","undefined FUN_005855d0()","11"
"FUN_005855e0","005855e0","undefined FUN_005855e0(undefined4 param_1, undefined4 param_2)","148"
"FUN_00585680","00585680","undefined FUN_00585680()","103"
"FUN_005856f0","005856f0","undefined FUN_005856f0(undefined4 param_1)","74"
"FUN_00585740","00585740","undefined FUN_00585740()","89"
"FUN_005857a0","005857a0","undefined FUN_005857a0(undefined4 param_1)","61"
"FUN_005857e0","005857e0","undefined FUN_005857e0()","27"
"FUN_00585800","00585800","undefined FUN_00585800(undefined1 param_1)","27"
"FUN_00585820","00585820","undefined FUN_00585820(undefined1 param_1)","139"
"FUN_005858b0","005858b0","undefined FUN_005858b0()","1612"
"FUN_00585f10","00585f10","undefined FUN_00585f10()","11"
"FUN_00585f30","00585f30","undefined FUN_00585f30()","11"
"FUN_00585f40","00585f40","undefined FUN_00585f40()","60"
"FUN_00585f80","00585f80","undefined FUN_00585f80()","103"
"FUN_00585ff0","00585ff0","undefined FUN_00585ff0(undefined4 param_1)","74"
"FUN_00586040","00586040","undefined FUN_00586040()","103"
"FUN_005860b0","005860b0","undefined FUN_005860b0(undefined4 param_1)","74"
"FUN_00586100","00586100","undefined FUN_00586100()","27"
"FUN_00586120","00586120","undefined FUN_00586120(undefined1 param_1)","27"
"FUN_00586140","00586140","undefined FUN_00586140()","25"
